dataset,input_size,psnr_mean,psnr_p10,ssim_mean,ssim_p10
clean,320,31.831527187826843,26.060676211590703,0.8839670252783,0.7710576108785083
clean,640,38.69769607550302,31.351375512881493,0.9691766751426186,0.9346531436674478
clean,960,44.03323835070542,36.45248652093224,0.9900658806074331,0.9806840969348513
hard,320,35.53757551042436,25.228031011052284,0.8118568254858421,0.4859781827267269
hard,640,41.00063057185159,27.92130617720973,0.907176025958743,0.71296873943066
hard,960,44.94001163921558,32.13832740912066,0.9614808820069356,0.89318142905214
high_res,320,33.19791992838382,26.87429422503638,0.9031708118107216,0.7951591984033715
high_res,640,41.482493691070154,32.41549903317374,0.9744265237260319,0.9332832621536834
high_res,960,46.916678808608,38.16029976832738,0.9895615882098076,0.9810776612484277
